212,Molly E. Holzschlag
213,Elizabeth Castro
214,Michael Ochs
215,Patrick Javault
216,Ulrike Wasel
217,Chuck Klosterman
218,Jane Feather
219,Robert M. Pirsig
220,Kevin O'Malley
221,Carol Heyer
222,Scott Goto
223,Ronald L. DiSanto
224,Thomas J. Steele
225,John Harold Haynes
226,Catharine M. Fishel
227,Bill Gardner
228,Hugh McLean
229,Henry Gifford
230,Ayn Rand
231,Leonard Peikoff
232,Nathaniel Branden
233,Alan Greenspan
234,Robert Hessen
235,Michael S. Berliner
236,J.J. Isler
237,Peter Isler
238,Colin  Wells
239,Billy Collins
240,Christopher Caswell
241,Kevin Trudeau
242,Bernard Malamud
243,Kevin Baker
244,Anne Tyler
245,Gary Colombo
246,Bonnie Lisle
247,Thomas E. Skidmore
248,Peter H. Smith
249,Philip Roth
250,Jon   Stewart
251,Gregory Rabassa
252,J.S. Bernstein
253,Edith Grossman
254,Brian Greene
255,Upasika Kee Nanayon
256,Thanissaro Bhikkhu
257,Rob Humphreys
258,Beth Chaplin
259,Rebecca Morrill
260,Lonely Planet
261,Sarah Johnstone
262,Steve Fallon
263,Tom Masters
264,Mark Honan
265,H.G. Bissinger
266,Neal Stephenson
267,J. Frederick George
268,Pedro Jorge Romero
269,George F. Jewsbury
270,Stephen  Bury
271,Guy Abadia
272,Dan Harrington
273,Bill Robertie
274,Donald A. Norman
275,Alex C. Jones
276,Diane M. Hanson
277,Stephen K. Ray
278,Paulo Coelho
279,Alan R. Clarke
280,James Noel Smith
281,Özdemir İnce
282,Hiromu Arakawa
283,Akira Watanabe
284,Mœbius
285,Robert   Harris
286,Edward Bulwer-Lytton
287,John Gregory Betancourt
288,John Steinbeck
289,Neil Strauss
290,Ellen Raskin
291,Arthur Golden
292,David        James
293,Peggy Mulloy
294,Rob Marshall
295,Mineko Iwasaki
296,Rande Brown
297,J. Torres
298,Eric  Kim
299,Margaret Johnson
300,Philip Prowse
301,Gary Chapman
302,Dan Brown
303,Raúl Amundaray
304,Daniel Roche
305,P.J. Parrish
306,Thomas J. Stanley
307,William D. Danko
308,Napoleon Hill
309,Mike   Mason
310,Riki Anne Wilchins
311,Donald J. Trump
312,Tony Schwartz
313,George S. Clason
314,Trevanian
315,Gisela Stege
316,David McCullough
317,Peter  Stone
318,Sherman Edwards
319,Robert J. Allison
320,Pearl S. Buck
321,Rick Warren
322,Eric Schlosser
323,Lisa See
324,John Grisham
325,Robert A. Caro
326,Stephen W. Frey
327,Bill Phillips
328,Michael D'Orso
329,Pamela Peeke
330,Cindy Crawford
331,Robert G. Hagstrom
332,Bill Miller
333,Kenneth L. Fisher
334,Robert P. Miles
335,Tom Osborne
336,Marvin N. Olasky
337,John R. Perry
338,Barbara Park
339,Denise Brunkus
340,Sarah Mlynowski
341,Michael   Lewis
342,Frank McConnell
343,Ursula Ferrigno
344,Jason Lowe
345,Maxine  Clark
346,Giada De Laurentiis
347,Victoria Pearson
348,Tyler Florence
349,Petrina Tinslay
350,JoAnn Cianciulli
351,Bill Bettencourt
352,Bobby Flay
353,Steven D. Levitt
354,Stephen J. Dubner
355,Barry Eisler
356,Yann Martel
357,Nicole Martel
358,Emile Martel
359,Robert Templer
360,James Frey
361,Python Bonkers
362,James Pinocchio
363,Pablo Fenjves
364,James M. Kouzes
365,Barry Z. Posner
366,Donald T. Phillips
367,Gary Yukl
368,Rudolph W. Giuliani
369,John Gray
370,Ron  Louis
371,David Copeland
372,Jean M. Auel
373,Doug Walsh
374,Robert Greene
375,Joost Elffers
376,Steven Pressfield
377,Margaret Weis
378,Tracy Hickman
379,Thomas Harlan
380,Robert McKee
381,Stephen J. Rosen
382,David J. Danelo
383,Plato
384,Walter Hamilton
385,C.J. Rowe
386,Benjamin Jowett
387,Josef Pieper
388,Richard Winston
389,Clara Winston
390,C.D.C. Reeve
391,James H. Nichols Jr.
392,Chris Emlyn-Jones
393,Herodotus
394,Aubrey de Sélincourt
395,John M. Marincola
396,Henry Francis Cary
397,Carolyn Dewald
398,Andrew Robert Burn
399,Jennifer Tolbert Roberts
400,Walter Blanco
401,Edward Henry Blakeney
402,George Rawlinson
403,Rosalind Thomas
404,Peter Grene
405,Homer
406,Robert Fagles
407,Bernard Knox
408,Stanley Lombardo
409,Sheila Murnaghan
410,Robert Fitzgerald
411,Andrew Ford
412,E.V. Rieu
413,Peter Jones
414,D.C.H. Rieu
415,W.H.D. Rouse
416,D.S. Carne-Ross
417,Richmond Lattimore
418,Virgil
419,Barbara Weiden Boyd
420,Henry Rushton Fairclough
421,G.P. Goold
422,Ed Roberson
423,Cecil Day-Lewis
424,Paul  Kirk
425,William Shakespeare
426,Stephen Orgel
427,A.R. Braunmuller
428,Harold Bloom
429,Rex Gibson
430,Reduced Shakespeare Company
431,Adam Long
432,Daniel Singer
433,Jess Winfield
434,Margaret Jull Costa
435,Clifford E. Landers
436,Kâmuran Şipal
437,Carla Lynn Stockton
438,Terri Mategrano
439,Giorgio De Santillana
440,Hertha Von Dechend
441,Thucydides
442,C.F. Smith
443,Paul Woodruff
444,Steven Lattimore
445,Cynthia W. Shelmerdine
446,Euripides
447,David Grene
448,Rex Warner
449,Ralph Gladstone
450,Emily Townsend Vermeule
451,Elizabeth Wyckoff
452,William Arrowsmith
453,Frank William Jones
454,Charles R. Walker
455,Anne Carson
456,Moses Hadas
457,John Maclean
458,John Frederick Nims
459,Ronald Frederick Willetts
460,Witter Bynner
461,John Davie
462,Richard Rutherford
463,David Kovacs
464,Donald J. Mastronarde
465,Reginald Gibbons
466,Peter H. Burian
467,David Thompson
468,J. Michael Walton
469,Wole Soyinka
470,James Morwood
471,Georgia Ann Machemer
472,Michael   Collier
473,William Allan
474,Robert J. Milch
475,Pantelis Michelakis
476,Aeschylus
477,Seth Benardete
478,Alan Shapiro
479,William Bedell Stanford
480,Peter Meineck
481,Helene P. Foley
482,Philip Vellacott
483,Ted Hughes
484,David R. Slavitt
485,Smith Palmer Bovie
486,Simon Goldhill
487,George Thomson
488,Richard Seaford
489,E.D.A. Morshead
490,Sophocles
491,John Moore
492,Michael Jameson
493,Paul Roche
494,Dudley Fitts
495,Charles Segal
496,E.F. Watling
497,Edith Hall
498,H.D.F. Kitto
499,J.E. Thomas
500,Roger D. Dawe
501,Cynthia Brantley Johnson
502,Aristophanes
503,Douglass Parker
504,Jeffrey Henderson
505,Alan H. Sommerstein
506,Kenneth James Dover
507,David B. Barrett
508,W. John Campbell
509,Douglas M. MacDowell
510,S. Douglas Olson
511,Sarah Ruden
512,David Brett
513,Andrea Wilson Nightingale
514,Mark Haddon
515,George Pelecanos
516,Annie Proulx
517,David    Allen
518,Geoffrey M. Bellman
519,Ricardo Piglia
520,Amanda Hopkinson
521,Karen  O'Connor
522,Larry J. Sabato
523,Ernesto Sabato
524,Augustine of Hippo
525,John E. Rotelle
526,Maria Boulding
527,Thomas Merton
528,Marcus Dods
529,Bruce Harbert
530,Peter R.L. Brown
531,D.W. Robertson Jr.
532,Frank Sheed
533,Henry Chadwick
534,Boniface Ramsey
535,Edmund Hill
536,Anthony Bourdain
537,Ovid
538,Allen Mandelbaum
539,David Raeburn
540,Denis Feeney
541,Charles    Martin
542,William Scovil Anderson
543,Norma Goldman
544,Jacob E. Nyenhuis
545,J.H. Mozley
546,Peter Green
547,Frank Justus Miller
548,Michael  Rossi
549,Michael C.J. Putnam
550,Richard Johnsonbaugh
551,Martin Kalin
552,Daniel Pinchbeck
553,Lee Fukui
554,Jon Ronson
555,Daniel Duane
556,Jon Krakauer
557,John Eldredge
558,Jung Chang
559,Nelson DeMille
560,Catherine Coulter
561,Jack London
562,Avi
563,Judy Sierra
564,Marc Brown
565,Charles P. Rubenstein
566,Barbara Ehrenreich
567,Michel Foucault
568,Robert Hurley
569,Sue Birtwistle
570,Sue Conklin
571,Susie Conklin
572,Jane Austen
573,Vivien Jones
574,George Saintsbury
575,Hugh  Thomson
576,Carol Howard
577,David  Roberts
578,Valerian Albanov
579,Alison Anderson
580,Валериан Альбанов
581,Thomas L. Friedman
582,David McClung
583,Peter Schaerer
584,Arthur J. Roth
585,Louisa May Alcott
586,Paula Danziger
587,Jessie Willcox Smith
588,Frank T. Merrill
589,Elaine Showalter
590,Charles Dickens
591,Keith Cox
592,Gillen D'Arcy Wood
593,SparkNotes
594,Simon Schama
595,James B. Stewart
596,Julia Golding
597,Mary Gaitskill
598,Hablot Knight Browne
599,Gish Jen
600,Daniel Pool
601,Jane Smiley
602,Patricia Ingham
603,Colleen Sexton
604,Philip Nel
605,Sean O'Brien
606,B.B. Rogers
607,Radcliffe G. Edmonds III
608,Robert Mayhew
609,F.W. Hall
610,W.M. Geldart
611,Paul Anthony Cartledge
612,Raymond Chandler
613,Frank MacShane
614,Tom Hiney
615,Paul Murray
616,Patti   Davis
617,Masaki Yamada
618,Yuji Oniki
619,Carl Gustav Horn
620,Daniel C. Dennett
621,Nicholas Humphrey
622,Douglas R. Hofstadter
623,Stephen Hawking
624,Leonard Mlodinow
625,David Filkin
626,Kip S. Thorne
627,Igor Novikov
628,Timothy Ferris
629,Alan Lightman
630,Richard     Price
631,John Boslough
632,Roger Penrose
633,Lawrence M. Krauss
634,Phillip Glasier
635,Peter   Schwartz
636,David Harriman
637,Nancy L. Mace
638,Peter V. Rabins
639,Jorge Cruise
640,Thom Hartmann
641,Joseph Chilton Pearce
642,Neale Donald Walsch
643,Michael Cunningham
644,Malcolm Gladwell
645,Ted Dekker
646,Mark Hoppus
647,Anne Hoppus
648,Alex Gaskarth
649,Karen Joy Fowler
650,Deirdre Le Faye
651,James Kinsley
652,Anna Massey
653,Richard S. Hartmetz
654,Maurgaux Motin
655,Deidre Shauna Lynch
656,Kim Wilson
657,Tom Carpenter
658,Ernest Hemingway
659,Donald Sutherland
660,Jeanne Sallade Criswell
661,Gary Carey
662,Julian Barnes
663,Gustave Flaubert
664,Francis Steegmuller
665,Douglas Parmée
666,Roger Whitehouse
667,Geoffrey Wall
668,Robert Baldick
669,Jean-Paul Sartre
670,Carol Cosman
671,Jeffrey Eugenides
672,Doris Kearns Goodwin
673,Thomas May
674,John   Adams
675,Abigail Adams
676,Frank Shuffelton
677,Joseph J. Ellis
678,John  Adams
679,John Patrick Diggins
680,Ruth Westheimer
681,Jennifer Watson
682,David D. Burns
683,Elisabeth Kübler-Ross
684,Lynne Ann DeSpelder
685,Albert Lee Strickland
686,Mark Shepard
687,Stephen R. Covey
688,Dan Millman
689,Robert D. San Souci
690,T. Taylor Bruce
691,Lance Armstrong
692,Sally Jenkins
693,John Wilcockson
694,Graham   Watson
695,Truman Capote
696,Reynolds Price
697,Margaret Truman
698,Scott Brick
699,Steven Johnson
700,Temple Grandin
701,Margaret M. Scariano
702,Iris Fry
703,Edith Wharton
704,Laszlo Kubinyi
705,R.W.B. Lewis
706,Maureen Howard
707,Cynthia Griffin Wolff
708,Alton Raible
709,John Lloyd
710,Humphrey Carpenter
711,Christopher Tolkien
712,Ruth S. Noel
713,Christina Scull
714,Wayne G. Hammond
715,E.V. Gordon
716,A.R. Taylor
717,Sarah M.  Anderson
718,Karen Swenson
719,Jeffery Deaver
720,Paul Yee
721,Herman Melville
722,William Hootkins
723,Jan Needle
724,Patrick Benson
725,Carl F. Hovde
726,Michael J. Davey
727,Duncan Wu
728,Geraldine McCaughrean
729,Victor G. Ambrus
730,Edward F. Edinger
731,Julian Markels
732,Elizabeth A. Schultz
733,Steve Martini
734,Terry Pratchett
735,Mark Twain
736,Grover Gardner
737,Susan  Griffith
738,Theocritus
739,Hesiod
740,Glenn W. Most
741,Simon Gikandi
742,H.G. Wells
743,Patrick Parrinder
744,Steven McLean
745,Marina Warner
746,Benjamin Beard
747,Joseph McMoneagle
748,Melvin Burgess
749,John R. Hammond
750,Ursula K. Le Guin
751,Umberto Eco
752,Henri J.M. Nouwen
753,Timothy B. Tyson
754,José Saramago
755,Giovanni Pontiero
756,Peter Sís
757,Pilar del Río
758,Jihad El
759,H.M. Nahmad
760,Robert Hillyer
761,Jack Kerouac
762,Ann Charters
763,Mark Stevens
764,Annalyn Swan
765,Julie Sylvester
766,David Sylvester
767,David  Allen
768,Tina Blythe
769,Gene Thompson-Grove
770,Sun Tzu
771,Mark McNeilly
772,Al Ries
773,Jack Trout
774,Seth Godin
775,Clayton M. Christensen
776,L.J. Ganser
777,David Trotter
778,Charlotte Mitchell
779,Edgar Rosenberg
780,Erasmus
781,Martin Luther
782,Philip S. Watson
783,E. Gordon Rupp
784,Harper Lee
785,Sissy Spacek
786,David H. Chilton
787,Jonathan Swift
788,Jesse Gale
789,Xavier de C.
790,Joseph Rowe
791,R.D. Gooder
792,Myra Jehlen
793,Leo Bersani
794,John Hollander
795,David Bromwich
796,Geoffrey Chaucer
797,Nevill Coghill
798,David  Wright
799,Jill Mann
800,Vincent Foster Hopper
801,Helen  Cooper
802,Brian Stone
803,Larry Dean Benson
804,F.N. Robinson
805,Theodore Morrison
806,Mark Kurlansky
807,Deloris Jordan
808,Kadir Nelson
809,Roslyn M. Jordan
810,Monique Truong
811,Abdul Rahman Munif
812,Peter Theroux
813,Kim Stanley Robinson
814,Walter Benjamin
815,Hannah Arendt
816,Harry Zohn
817,Leon Wieseltier
818,Saul Steinberg
819,Joel Smith
820,Charles Simic
821,Philip Dutre
822,David Guterson
823,Dave Pelzer
824,William S. Pollack
825,Mary Pipher
826,Douglas Coupland
827,Jean Aitchison
828,Diana M. Lewis
829,Ernest Becker
830,Sam Keen
831,Daniel Goleman
832,Howard Zinn
833,Kathy Emery
834,Ellen Gordon Reeves
835,Richard Hollis
836,Lisa Lowe
837,Jonathan Hale
838,David Bodanis
839,Rolland Hein
840,Clyde S. Kilby
841,Giotto di Bondone
842,Mary Chambers
843,Friedrich Nietzsche
844,Raymond Geuss
845,Ronald Speirs
846,Francis Golffing
847,Michael Tanner
848,Shaun Whiteside
849,Alastair Lamb
850,David Lionel Smith
851,Sherley Anne Williams
852,Michael Prichard
853,Katherine Paterson
854,Donna Diamond
855,Emil M. Cioran
856,Richard Howard
857,Tanya Huff
858,Tracy Chevalier
859,Rosalind Laker
860,Tom Hunter
861,Colin Wiggins
862,Tite Kubo
863,Tsugumi Ohba
864,Takeshi Obata
865,大場 つぐみ
866,小畑 健
867,Valerie Parv
868,John E. Woods
869,Jean-Jacques Sempé
870,Steve Chorney
871,Mike  Rowe
872,Ronald Radano
873,Daniel Defoe
874,Virginia Woolf
875,John J. Richetti
876,Michael Shinagel
877,Manuel Schonhorn
878,Charles   Johnson
879,Paul Baender
880,Dahlia Armon
881,Walter Blair
882,Lee Nelson
883,Guy Cardwell
884,Louis J. Budd
885,John Seelye
886,Walter Trier
887,E.W. Kemble
888,George Saunders
889,Michael Patrick Hearn
890,Lin Salamo
891,Victor Fischer
892,Michael B. Frank
893,Charles Neider
894,James Hilton
895,C. Michael Dudash
896,Stephen W. Hines
897,Nancy Friday
898,Frances Hodgson Burnett
899,Sandra M. Gilbert
900,Martha Hailey DuBose
901,Lucy Corvino
902,Arthur Pober
903,Alison Lurie
904,Nancy Bond
905,Ann Thwaite
906,Amy Cotler
907,Prudence See
908,Thomas Sowell
909,Selina Shirley Hastings
910,Juan Wijngaard
911,Alcoholics Anonymous
912,Overeaters Anonymous
913,Kimon Nicolaides
914,Mamie Harmon
915,Andrew Weil
916,Jonathan Safran Foer
917,Robert Giroux
918,Jonathan Rosen
919,Lawrence M. Lasher
920,Aleksandar Hemon
921,Matthew Barber
922,Elizabeth von Arnim
923,Benjamin DeMott
924,Lionel Trilling
925,Gilbert Adair
926,Elizabeth Heine
927,P.N. Furbank
928,Robert Hellenga
929,Gordon S. Wood
930,Gordon Korman
931,Deborah  Gordon
932,Ivo Andrić
933,William H. McNeill
934,Jean Estoril
935,Pascale Delpech
936,Mabel Esther Allan
937,Reginald E. Allen
938,Aristotle
939,W.S. Hett
940,Ian C. Storey
941,Gilbert Murray
942,Alan Brennert
943,Eric Jensen
944,Angus Gellatly
945,Oscar Zárate
946,Richard Appignanesi
947,Isabel Allende
948,Margaret Sayers Peden
949,Richard D. Woods
950,Kenneth M. Taggart
951,Ernst E. Jonas
952,Jenny Sanders
953,S.D. Schindler
954,Dalai Lama XIV
955,Open City Magazine
956,James Purdy
957,Deborah Garrison
958,Rem Koolhaas
959,Rick Moody
960,Strawberry Saroyan
961,Debra Garrison
962,Wallace Stegner
963,Jackson J. Benson
964,Steve Krug
965,Louis de Bernières
966,Faïza Guène
967,Sarah    Adams
968,Lawrence Otis Graham
969,Otis Williams
970,Patricia Romanowski
971,Colleen McCullough
972,Jill Colella
973,Mitch Albom
974,Tim O'Brien
975,Nicholas Sparks
976,Micah Sparks
977,Ramón González Férriz
978,Gwyn Hyman Rubio
979,Lori Avocato
980,Dana Cameron
981,Mary Dahiem
982,Suzanne Macpherson
983,Cait London
984,Kerrelyn Sparks
985,Mary Daheim
986,Marisha Pessl
987,Lois Beckwith
988,Baruch Spinoza
989,Janet Evanovich
990,Jayne Ann Krentz
991,Sarah Ban Breathnach
992,Marjorie Weinman Sharmat
993,Mitchell Sharmat
994,George E. Stanley
995,Kaho Miyasaka
996,Fulton J. Sheen
997,George MacDonald
998,Michael R. Phillips
999,Ivan Turgenev
1000,Jane Moore
1001,Amanda Clark
1002,Justin   O'Brien
1003,Antonio Gramsci
1004,L.M. Montgomery
1005,Mary Henley Rubio
1006,Elizabeth Hillman Waterston
1007,Rea Wilmshurst
1008,Susan O'Malley
1009,Arthur Conan Doyle
1010,Leslie S. Klinger
1011,E.J. Wagner
1012,John Gielgud
1013,Ralph Richardson
1014,Orson Welles
1015,Nick Rennison
1016,NOT A BOOK
1017,Paul Bachem
1018,Eric Tyson
1019,Rich Tennant
1020,Clare Naylor
1021,Bruce H. Wilkinson
1022,David Kopp
1023,Heather Harpham Kopp
1024,Lois Lowry
1025,Bill Brittain
1026,Andrew Glass
1027,Jack Weatherford
1028,Claire Messud
1029,Zadie Smith
1030,Libba Bray
1031,Kym Douglas
1032,Cindy Pearlman
1033,Anna Sewell
1034,Ann Patchett
1035,Norman Sherry
1036,Graham Greene
1037,Pico Iyer
1038,John Updike
1039,Christopher Hitchens
1040,Paul Theroux
1041,Robert  Stone
1042,Chuck Palahniuk
1043,Warner Berthoff
1044,Robert Penn Warren
1045,G. Thomas Tanselle
1046,Harrison Hayford
1047,Harold Beaver
1048,Helen Ericson
1049,Maya Gold
1050,Ian Fleming
1051,Madeleine Brent
1052,George Condo
1053,Noel Streatfeild
1054,Diane Goode
1055,Rumer Godden
1056,Gary Blythe
1057,Christian Birmingham
1058,Anne Chisholm
1059,Jonathan Franzen
1060,Lisa Whelchel
1061,Stormie Omartian
1062,P.D. James
1063,Henri Blocher
1064,Nina Bangs
1065,Michael Jan Friedman
1066,Christa Seibicke
1067,Miguel de Cervantes Saavedra
1068,John Rutherford
1069,Roberto González Echevarría
1070,Walter Starkie
1071,Tobias Smollett
1072,Carlos Fuentes
1073,Vladimir Nabokov
1074,Fredson Bowers
1075,Guy Davenport
1076,Samuel Putnam
1077,J.A. Jance
1078,Fern Michaels
1079,Eric Klinenberg
1080,Lora Leigh
1081,Sherri L. King
1082,Lorie O'Clare
1083,Jaci Burton
1084,Ruth Prawer Jhabvala
1085,Sarah Macdonald
1086,Joel Salatin
1087,Michael Pollan
1088,Nicole Krauss
1089,Thomas E. Woods Jr.
1090,Tom Standage
1091,Karen Armstrong
1092,William Hurt
1093,Barbara Fairchild
1094,Ina Garten
1095,Melanie Acevedo
1096,Diane Johnson
1097,Leonard Michaels
1098,Carlos Milla Soler
1099,Roberto Fernandez Sastre
1100,Laura Dave
1101,Dan Simmons
1102,Carlos Alberto Gardini
1103,J. Michael Straczynski
1104,Dan Jurgens
1105,Joachim Körber
1106,Michael Chabon
1107,Glen David Gold
1108,Bill Sienkiewicz
1109,Howard Chaykin
1110,Gene Colan
1111,Steve Lieber
1112,Eric Wight
1113,Kevin  McCarthy
1114,Max Lucado
1115,Nick Caistor
1116,J.D. Salinger
1117,Brenda Walpole
1118,Bret Easton Ellis
1119,Scott Turow
1120,Pete Hautman
1121,Ronald B. Flowers
1122,Thomas  Moore
1123,Elizabeth Clare Prophet
1124,Arielle Ford
1125,Deepak Chopra
1126,Viktor E. Frankl
1127,Harold S. Kushner
1128,William J. Winslade
1129,Isle Lasch
1130,Gordon W. Allport
1131,Ilse Lasch
1132,Eric R. Kandel
1133,Peter Kent
1134,Johanna Rothman
1135,Esther Derby
1136,Brigid Avison
1137,Roderick Townley
1138,Ray Oldenburg
1139,James C. Collins
1140,Jerry I. Porras
1141,Amy Sedaris
1142,David Sedaris
1143,Richard Yates
1144,Dorothy Parker
1145,Joyce Carol Oates
1146,Lorrie Moore
1147,Flannery O'Connor
1148,Amy Hempel
1149,Akhil   Sharma
1150,Tim Johnston
1151,Tobias Wolff
1152,Sarah Vowell
1153,Charles Baxter
1154,Jhumpa Lahiri
1155,Katherine Mansfield
1156,Alice Munro
1157,Jean Thompson
1158,Frank Gannon
1159,Patricia Highsmith
1160,Jincy Willett
1161,Ben Mezrich
1162,Pat Williams
1163,Peggy Matthews Rose
1164,Efrem Smith
1165,Phil   Jackson
1166,Tom Stanton
1167,James Ellroy
1168,Hans Blumenberg
1169,Greg  Taylor
1170,Larry Burkett
1171,Robert Anton Wilson
1172,Paul Michael
1173,Juanjo Estrella
1174,Bart D. Ehrman
1175,Nick Hornby
1176,Jess Walter
1177,Jennie Erdal
1178,Joshua Ferris
1179,D.J. Taylor
1180,Huw Richards
1181,Chris Pierson
1182,Roddy Doyle
1183,Harry Ritchie
1184,Harry Pearson
1185,Olly Wicken
1186,Graham Brack
1187,Matt Nation
1188,Ed Horton
1189,Don  Watson
1190,Ruth Downie
1191,Middlesex Borough Heritage Committee
1192,Stephen J. Burn
1193,Anthony Kiedis
1194,Éric-Emmanuel Schmitt
1195,Sonallah Ibrahim
1196,صنع الله إبراهيم
1197,Anthony Calderbank
1198,Sarah Dessen
1199,Dale Brown
1200,Jim DeFelice
1201,Chris  Williams
1202,Sandy Petersen
1203,Aidan Hartley
1204,Anderson Cooper
1205,Michael Herr
1206,Bentley Little
1207,Robert D. Siegel
1208,Todd Hanson
1209,Carol Kolb
1210,The Onion
1211,Ian Whybrow
1212,Deborah Allwright
1213,Joanne Rocklin
1214,Meredith Johnson
1215,Anthony Loyd
1216,Anthony Shadid
1217,Suketu Mehta
1218,Andrew X. Pham
1219,Chanrithy Him
1220,Loung Ung
1221,Ray Bradbury
1222,Christopher Hurt
1223,Robert DeMott
1224,Mick Wiggins
1225,Kelly McGrath Vlcek
1226,Neil Gaiman
1227,Jon Meacham
1228,Stephen Oppenheimer
1229,Yona Zeldis McDonough
1230,Nancy Harrison
1231,Jill Weber
1232,Harrison Edward Livingstone
1233,Robert Dallek
1234,Augusten Burroughs
1235,M. Scott Peck
1236,John Irving
1237,Atul Gawande
1238,Susanne Kuhlmann-Krieg
1239,Judith Viorst
1240,Richard  Hull
1241,Helen Fielding
1242,Carlos Ruiz Zafón
1243,Ruby K. Payne
1244,Lucia Graves
1245,David A. Black
1246,E.L. Konigsburg
1247,Sylvia Engdahl
1248,Matt Ridley
1249,David W. Mount
